caller;recipient;dt;duration
+79051329031;+79463220045;2020-03-30 13:25:19;989
+79212087143;+79906226733;2020-04-08 12:10:36;-1
+79264808473;+79283775797;2020-02-17 12:53:32;640
+79660953259;+79753877737;2020-05-14 05:27:55;414
+79740478483;+79471704590;2020-03-20 08:29:32;7
+79880490672;+79220722240;2020-01-11 00:23:32;279
+79808404470;+79967435327;2020-01-15 13:38:07;355
+79408862394;+79975889517;2020-03-28 17:53:35;130
+79552170471;+79381434569;2020-01-05 12:03:38;222
+79207523013;+79043147455;2020-04-18 04:04:42;338
+79283775797;+79625140868;2020-01-22 00:58:55;163
+79058572211;+79489005245;2020-04-12 13:42:10;567
+79696429332;+79066160759;2020-02-24 02:03:46;866
+79686861704;+79731568994;2020-05-25 00:25:11;427
+79303782901;+79864088078;2020-03-27 08:40:57;-2
+79213185384;+79312286201;2020-02-11 04:31:54;9
+79211341670;+79355756271;2020-01-15 13:25:20;660
+79996552358;+79797161012;2020-03-09 07:12:04;-2
+79640319752;+79264808473;2020-01-06 03:54:32;222
+79261435570;+79697402495;2020-05-15 06:54:33;513
+79210243119;+79776981435;2020-05-23 05:42:59;63
+79834130783;+79598685303;2020-01-26 13:21:40;923
+79113765856;+79794344500;2020-02-03 07:45:48;530
+79034687853;+79286644224;2020-02-04 13:07:42;473
+79850299486;+79896237169;2020-03-06 10:54:47;-1
+79986215360;+79129144235;2020-04-10 15:48:00;53
+79896166873;+79091469024;2020-02-27 20:47:51;636
+79766364851;+79791034266;2020-05-25 11:58:50;-1
+79400989298;+79570221927;2020-03-25 19:48:39;-2
+79428668382;+79987655975;2020-01-08 19:31:47;593
+79249707909;+79391656982;2020-04-01 10:38:22;276
+79044576226;+79220722240;2020-04-18 07:35:53;139
+79728682061;+79122841287;2020-03-28 00:37:36;512
+79640319752;+79625140868;2020-01-01 09:58:47;-2
+79295924900;+79515819950;2020-01-24 23:25:52;511
+79002011624;+79868672152;2020-01-09 03:54:52;512
+79044778714;+79376249781;2020-05-16 22:19:28;373
+79095914385;+79080373662;2020-01-11 17:22:30;117
+79026152705;+79832921923;2020-03-11 19:30:28;-1
+79084238781;+79032874068;2020-02-03 04:32:12;818
+79217776975;+79799884052;2020-03-04 00:39:41;994
+79540725003;+79914976048;2020-04-30 03:44:09;-1
+79791034266;+79261088918;2020-02-24 23:27:44;834
+79871556516;+79986373372;2020-05-02 04:02:55;780
+79400555439;+79707125858;2020-03-08 08:11:55;599
+79663826885;+79065688312;2020-01-25 01:03:43;499
+79916830644;+79926484537;2020-01-18 04:31:25;219
+79207523013;+79321543302;2020-05-13 07:59:13;886
+79416150594;+79066028576;2020-03-26 20:17:38;127
+79524876551;+79428668382;2020-02-06 10:34:55;503
+79450367114;+79316033174;2020-03-15 02:03:09;817
+79812468800;+79015470564;2020-04-26 20:52:42;-2
+79137376844;+79209253134;2020-01-13 10:08:46;224
+79743872599;+79219775531;2020-05-13 06:03:43;381
+79261589939;+79381434569;2020-03-18 01:25:43;16
+79400654005;+79488931918;2020-02-28 09:38:40;922
+79789238007;+79128336240;2020-01-15 17:59:20;334
+79212087143;+79028696923;2020-01-28 20:44:40;-2
+79322061386;+79817609499;2020-02-06 07:34:11;297
+79207211627;+79889861254;2020-04-12 13:44:55;177
+79192527940;+79987655975;2020-04-09 12:39:38;365
+79110903456;+79267285698;2020-04-16 00:04:39;420
+79956785183;+79267757119;2020-03-20 20:35:56;218
+79472980535;+79559277331;2020-03-06 03:35:03;897
+79267068674;+79914976048;2020-01-13 06:45:08;151
+79575818630;+79443646159;2020-02-13 15:07:40;-2
+79633270585;+79058572211;2020-04-13 21:11:15;31
+79955449174;+79032874068;2020-04-17 08:35:07;877
+79543551151;+79952081307;2020-05-27 23:22:54;-1
+79515819950;+79955195228;2020-04-15 08:33:33;799
+79337048221;+79898490311;2020-02-18 07:25:47;-1
+79408339549;+79362184105;2020-01-02 16:25:14;167
+79146832755;+79412045716;2020-03-27 02:20:58;618
+79325634693;+79098173539;2020-01-07 13:34:10;926
+79044576226;+79381552101;2020-02-25 22:10:48;438
+79097661017;+79119914000;2020-02-15 10:45:13;974
+79472464010;+79986373372;2020-02-13 21:53:41;783
+79640319752;+79140392970;2020-02-02 22:13:46;-1
+79235191373;+79295924900;2020-03-22 04:36:23;519
+79275748926;+79217776975;2020-04-17 02:13:44;652
+79631996163;+79452468189;2020-03-16 20:20:47;554
+79715339227;+79517708859;2020-02-03 04:14:53;392
+79065688312;+79797161012;2020-01-04 22:40:53;341
+79556546669;+79212087143;2020-03-16 14:17:46;977
+79180985553;+79084238781;2020-02-13 02:43:15;556
+79416150594;+79058572211;2020-04-04 04:11:54;58
+79665470635;+79160231643;2020-02-19 08:17:17;-1
+79655876630;+79707125858;2020-03-30 22:23:40;827
+79926484537;+79967435327;2020-04-03 23:13:49;226
+79176303690;+79743830987;2020-02-19 03:49:33;341
+79586348704;+79203949464;2020-05-25 03:51:10;133
+79032303132;+79911048465;2020-01-16 00:16:12;737
+79182941837;+79209253134;2020-04-09 01:26:43;-2
+79026152705;+79788721509;2020-02-22 10:08:17;251
+79697026786;+79293755548;2020-03-05 08:28:01;951
+79986215360;+79472980535;2020-01-26 21:29:38;822
+79914976048;+79606086738;2020-01-19 09:00:26;-2
+79439389308;+79831336961;2020-03-11 15:57:33;-1
+79260230056;+79822792838;2020-05-20 05:50:46;-2
+79128336240;+79381552101;2020-04-25 15:31:53;986
+79050148508;+79097661017;2020-03-05 09:46:15;-1
+79699925860;+79960813237;2020-02-22 15:48:57;769
+79450367114;+79231983437;2020-04-22 03:06:00;280
+79071086202;+79215636704;2020-04-08 14:21:22;380
+79817051098;+79028696923;2020-03-04 17:20:55;585
+79514451156;+79471704590;2020-03-26 03:34:16;696
+79729717947;+79408862394;2020-01-05 20:19:13;531
+79119914000;+79545086785;2020-03-01 10:55:58;-2
+79882994952;+79540725003;2020-03-25 16:26:59;-2
+79319654713;+79906226733;2020-01-02 10:21:49;471
+79054221543;+79359493630;2020-01-08 00:39:03;598
+79058572211;+79341732226;2020-02-02 19:15:02;296
+79709028118;+79082027467;2020-05-27 07:58:11;912
+79354282782;+79995750441;2020-03-07 00:59:56;34
+79931039617;+79303782901;2020-02-07 06:42:19;744
+79514451156;+79256770908;2020-03-07 12:48:07;64
+79275748926;+79066028576;2020-01-26 17:02:41;154
+79839264101;+79975889517;2020-04-30 19:25:57;284
+79517708859;+79051329031;2020-02-13 12:02:34;41
+79995750441;+79680691275;2020-05-30 22:52:38;413
+79885307397;+79854083981;2020-04-19 19:41:25;522
+79337048221;+79662032108;2020-04-18 17:28:59;-1
+79693220327;+79839351464;2020-03-04 22:33:39;-2
+79602587005;+79902196007;2020-04-18 07:33:41;663
+79696429332;+79955449174;2020-03-31 05:57:30;251
+79210856463;+79997463702;2020-04-13 12:03:11;306
+79986215360;+79794344500;2020-03-13 15:01:35;653
+79602587005;+79346102002;2020-02-29 07:08:56;351
+79379726440;+79850299486;2020-03-21 20:14:48;344
+79293755548;+79426855814;2020-04-15 18:00:37;83
+79788763222;+79803802876;2020-03-17 17:59:26;55
+79850299486;+79002011624;2020-01-15 08:56:35;181
+79162841289;+79602573462;2020-01-03 00:39:11;813
+79333457741;+79080373662;2020-05-04 10:52:57;735
+79312286201;+79162841289;2020-02-29 15:08:03;453
+79015470564;+79044576226;2020-03-28 05:55:39;193
+79424809349;+79812468800;2020-01-17 20:28:17;-2
+79037543304;+79719753086;2020-03-27 03:23:12;843
+79766364851;+79378125821;2020-02-03 06:32:06;642
+79357369448;+79979138128;2020-04-23 14:19:12;-2
+79114623450;+79556546669;2020-05-17 19:27:00;890
+79648800217;+79221204780;2020-02-12 20:10:24;822
+79913144486;+79960970353;2020-02-03 23:31:36;256
+79423323771;+79697026786;2020-03-17 15:19:52;321
+79091469024;+79970343873;2020-02-12 05:47:24;958
+79888155548;+79954659313;2020-01-20 05:37:35;244
+79693220327;+79487305727;2020-04-14 00:44:28;23
+79997463702;+79721573398;2020-05-09 00:06:23;225
+79463220045;+79817051098;2020-03-23 05:53:34;145
+79010628518;+79987108316;2020-04-15 23:08:08;92
+79693220327;+79935970995;2020-02-02 12:27:59;983
+79994363784;+79015470564;2020-01-08 18:55:29;577
+79987108316;+79316033174;2020-05-30 08:02:58;207
+79803802876;+79644433807;2020-05-14 02:17:32;230
+79849189913;+79261088918;2020-03-18 09:03:56;276
+79283775797;+79662032108;2020-01-15 12:35:12;460
+79058054767;+79748939206;2020-02-19 19:30:06;97
+79776925672;+79648026276;2020-04-08 07:28:30;235
+79335733704;+79870237946;2020-05-18 20:07:30;951
+79594742232;+79071086202;2020-05-22 17:15:50;365
+79606086738;+79945802865;2020-03-13 07:40:44;960
+79788763222;+79463220045;2020-01-25 21:50:46;803
+79514451156;+79346102002;2020-05-06 18:21:50;423
+79556546669;+79822792838;2020-04-17 18:46:28;99
+79792861678;+79190384824;2020-01-21 15:11:37;663
+79987797980;+79389160254;2020-02-14 07:05:23;345
+79472464010;+79171149666;2020-01-05 05:06:26;56
+79663826885;+79748939206;2020-04-22 07:02:25;-1
+79822792838;+79505911293;2020-04-21 17:15:40;472
+79269739830;+79741634772;2020-03-05 11:26:33;329
+79994325594;+79911048465;2020-03-12 23:01:07;-2
+79267285698;+79831336961;2020-01-27 18:53:52;751
+79967435327;+79970343873;2020-04-08 12:51:45;360
+79797161012;+79411765984;2020-04-28 18:53:16;868
+79440645476;+79382870864;2020-05-12 05:26:47;553
+79487305727;+79400989298;2020-03-15 05:49:44;313
+79939202429;+79053025711;2020-04-13 22:11:35;887
+79686861704;+79058054767;2020-04-22 20:59:40;78
+79435850776;+79893144987;2020-03-09 19:03:28;17
+79443646159;+79423323771;2020-03-13 05:30:18;760
+79896166873;+79472464010;2020-05-11 17:01:02;257
+79583109002;+79212087143;2020-03-04 09:14:16;-1
+79445474633;+79789238007;2020-02-27 17:55:23;479
+79217776975;+79065688312;2020-05-23 07:00:30;652
+79707125858;+79416150594;2020-05-24 20:46:06;-2
+79643495830;+79986051879;2020-05-19 02:21:41;-1
+79113618278;+79094131378;2020-02-08 08:17:47;-1
+79146832755;+79654178456;2020-01-26 09:48:02;978
+79680691275;+79906189997;2020-05-19 04:13:56;966
+79866911726;+79940666226;2020-01-21 12:20:14;98
+79570457507;+79090060130;2020-01-16 20:11:34;352
+79044287048;+79540725003;2020-04-07 20:00:40;874
+79249707909;+79898490311;2020-05-15 23:16:18;785
+79522674940;+79080372002;2020-04-10 17:47:05;190
+79094131378;+79232620275;2020-02-18 22:12:49;27
+79967027635;+79119914000;2020-04-15 22:55:50;251
+79020403241;+79614336834;2020-02-23 02:31:10;212
+79986215360;+79602587005;2020-01-21 01:10:44;752
+79274194203;+79847387615;2020-02-25 15:18:02;559
+79902196007;+79066028576;2020-03-02 05:34:16;-2
+79217776975;+79808425823;2020-03-26 19:21:49;155
+79673456568;+79400989298;2020-01-31 15:53:58;810
+79680691275;+79114623450;2020-04-21 21:17:25;447
+79913144486;+79286644224;2020-03-30 14:50:43;644
+79862422057;+79699925860;2020-04-07 22:51:04;563
+79776925672;+79997463702;2020-01-11 03:03:55;873
+79146832755;+79841430347;2020-02-16 07:58:09;786
+79980275762;+79671132864;2020-01-31 01:57:55;426
+79385592937;+79784102595;2020-03-31 16:31:47;911
+79010628518;+79428668382;2020-05-24 04:45:57;25
+79850299486;+79170708990;2020-03-04 10:27:25;875
+79862422057;+79931039617;2020-01-11 18:49:20;495
+79256770908;+79376249781;2020-02-08 19:21:55;984
+79472980535;+79359217534;2020-01-10 02:17:49;169
+79052896271;+79625140868;2020-05-03 13:47:24;207
+79381434569;+79997463702;2020-05-16 21:44:50;928
+79808404470;+79086475382;2020-01-18 05:50:20;293
+79054026179;+79094131378;2020-01-11 20:23:51;126
+79788721509;+79086475382;2020-04-18 10:19:34;-2
+79054026179;+79210856463;2020-01-24 07:34:22;-2
+79096613312;+79159712021;2020-04-26 20:32:52;878
+79556546669;+79221204780;2020-04-21 10:33:37;352
+79797161012;+79740478483;2020-04-20 22:42:43;520
+79598685303;+79610907210;2020-02-28 00:14:34;516
+79287784306;+79215636704;2020-01-13 17:16:18;840
+79439389308;+79269739830;2020-04-08 19:41:04;748
+79700005937;+79552170471;2020-01-04 04:27:07;368
+79671132864;+79080466144;2020-01-04 09:00:24;-1
+79983853744;+79715339227;2020-05-15 15:18:59;-1
+79028696923;+79452468189;2020-01-25 12:26:33;-1
+79275748926;+79220722240;2020-05-24 17:44:38;535
+79558589518;+79443646159;2020-01-04 19:10:24;363
+79410415253;+79847387615;2020-01-01 03:50:19;-2
+79357369448;+79813400347;2020-03-30 09:15:21;400
+79602573462;+79113449774;2020-02-05 02:15:30;853
+79831336961;+79944966369;2020-04-21 18:05:45;-2
+79441072193;+79967435327;2020-03-20 23:19:07;270
+79269739830;+79896166873;2020-01-05 01:39:38;82
+79477152666;+79451974866;2020-03-14 10:06:27;-1
+79717894676;+79381552101;2020-05-29 13:23:36;201
+79803802876;+79411765984;2020-04-26 10:00:14;54
+79825939824;+79830588607;2020-04-14 06:07:35;707
+79329654975;+79725102246;2020-02-19 08:27:40;-1
+79028696923;+79400654005;2020-04-21 16:33:05;497
+79602573462;+79815576623;2020-04-27 09:28:16;973
+79695733207;+79267757119;2020-01-24 11:56:58;-2
+79935970995;+79849189913;2020-02-15 17:38:04;367
+79208784399;+79171149666;2020-02-28 05:40:24;-2
+79640319752;+79015470564;2020-03-25 20:38:23;-2
+79321543302;+79970343873;2020-03-26 06:35:42;235
+79712483058;+79446308702;2020-01-11 15:08:21;-1
+79208784399;+79315843010;2020-05-12 04:07:02;-2
+79130522335;+79552170471;2020-01-01 16:10:43;-1
+79440645476;+79896166873;2020-03-05 18:05:36;541
+79901986584;+79472464010;2020-05-04 23:19:08;811
+79661780724;+79788763222;2020-03-14 13:45:05;-1
+79235191373;+79637748907;2020-05-13 22:15:24;-1
+79633270585;+79994363784;2020-02-11 06:58:43;226
+79086392509;+79626551982;2020-03-11 18:55:28;570
+79200310497;+79266151534;2020-01-01 22:57:55;569
+79741634772;+79160231643;2020-04-08 14:50:37;345
+79071086202;+79312286201;2020-01-29 19:34:58;304
+79137376844;+79336781617;2020-05-25 08:51:24;-1
+79794344500;+79695733207;2020-05-05 11:35:40;384
+79586348704;+79606086738;2020-01-10 10:25:20;642
+79621745227;+79426855814;2020-05-18 13:09:14;226
+79813008149;+79893144987;2020-04-11 01:38:51;724
+79545086785;+79517708859;2020-01-21 17:41:07;458
+79717894676;+79044576226;2020-01-03 01:44:04;330
+79232620275;+79660953259;2020-03-11 08:45:24;683
+79752429113;+79866911726;2020-01-18 17:36:21;107
+79423323771;+79843203441;2020-04-26 15:03:25;-1
+79044751342;+79696031290;2020-04-17 17:01:30;-1
+79424809349;+79441072193;2020-03-23 23:24:08;55
+79428668382;+79777755232;2020-02-23 18:55:17;193
+79536661498;+79583109002;2020-01-24 09:04:44;699
+79400654005;+79648800217;2020-02-05 22:00:32;28
+79871556516;+79812468800;2020-01-29 00:09:11;-1
+79192527940;+79888155548;2020-02-28 23:27:46;442
+79680307351;+79080373662;2020-02-08 00:00:17;-1
+79799884052;+79408862394;2020-02-07 10:10:27;388
+79523139377;+79303782901;2020-05-23 23:42:24;259
+79331708009;+79880490672;2020-04-06 11:38:16;192
+79080373662;+79318623738;2020-02-15 12:22:40;238
+79896166873;+79329518317;2020-01-27 16:32:39;-2
+79827938649;+79776925672;2020-04-18 14:17:53;975
+79354282782;+79684804782;2020-03-05 12:02:25;563
+79889861254;+79379726440;2020-01-29 02:01:24;371
+79812468800;+79606086738;2020-05-21 17:56:18;536
+79026152705;+79529618655;2020-03-16 04:11:46;758
+79044778714;+79944966369;2020-03-22 12:05:33;499
+79693220327;+79094131378;2020-04-27 14:29:43;622
+79098173539;+79232620275;2020-02-26 15:26:51;826
+79212087143;+79106136629;2020-03-17 18:19:03;568
+79148864251;+79203949464;2020-04-30 22:09:11;891
+79655001043;+79729717947;2020-01-31 07:02:46;491
+79777755232;+79416150594;2020-04-30 09:46:53;985
+79260230056;+79559277331;2020-04-28 20:09:36;685
+79130522335;+79688462924;2020-04-20 19:37:52;310
+79885307397;+79878847274;2020-02-06 01:43:23;672
+79213185384;+79182394133;2020-04-11 08:46:39;587
+79471704590;+79997463702;2020-02-29 22:54:44;727
+79381958936;+79274194203;2020-05-17 16:32:40;-2
+79631996163;+79849189913;2020-03-04 18:43:05;-1
+79837498700;+79082453868;2020-04-19 21:39:38;213
+79754909127;+79640319752;2020-05-01 21:44:05;781
+79889861254;+79692861255;2020-01-07 17:39:48;461
+79741473601;+79625140868;2020-05-17 09:53:19;360
+79719753086;+79090689603;2020-03-01 16:08:58;231
+79766988037;+79342376328;2020-01-15 09:20:12;342
+79816510540;+79729717947;2020-05-27 18:32:26;598
+79013483459;+79697402495;2020-02-13 08:26:45;-1
+79902196007;+79987797980;2020-05-07 00:48:41;796
+79095914385;+79505911293;2020-02-26 08:08:46;65
+79082027467;+79602587005;2020-04-27 04:36:24;-1
+79680691275;+79450367114;2020-03-17 05:32:11;276
+79889861254;+79926444889;2020-05-16 03:25:21;517
+79090689603;+79044287048;2020-01-28 11:40:31;-2
+79654178456;+79932907826;2020-01-14 02:52:19;-1
+79513712192;+79828419074;2020-02-12 10:44:48;-1
+79803802876;+79654178456;2020-04-13 04:34:58;681
+79002011624;+79182394133;2020-05-05 03:49:22;-2
+79381434569;+79159121272;2020-05-29 08:50:05;401
+79148864251;+79188759063;2020-01-13 21:17:42;369
+79602573462;+79681839690;2020-01-21 02:00:05;590
+79743830987;+79208784399;2020-01-04 12:48:21;353
+79729717947;+79086392509;2020-04-27 22:34:31;267
+79885061665;+79391656982;2020-02-24 15:00:00;220
+79275584616;+79480506353;2020-02-24 06:45:18;770
+79354282782;+79896166873;2020-01-26 10:18:16;-1
+79620533719;+79721573398;2020-04-24 07:09:57;192
+79305747938;+79097661017;2020-04-10 04:27:56;404
+79559277331;+79316033174;2020-01-10 01:09:59;346
+79633270585;+79626551982;2020-01-31 08:20:49;680
+79084238781;+79291708826;2020-05-14 20:50:50;299
+79712483058;+79510211344;2020-05-08 20:33:12;-2
+79269739830;+79771674370;2020-04-16 14:21:42;37
+79887691115;+79252289226;2020-03-24 06:44:25;507
+79841430347;+79986373372;2020-04-10 01:09:21;218
+79776925672;+79854083981;2020-05-18 17:20:28;604
+79137376844;+79232174892;2020-04-15 02:41:06;-1
+79709028118;+79443646159;2020-02-15 04:48:08;56
+79626551982;+79406775688;2020-04-24 12:58:33;811
+79629339854;+79906939777;2020-03-13 07:13:33;-1
+79210243119;+79446308702;2020-04-05 13:44:24;878
+79719753086;+79533778375;2020-03-29 21:17:19;395
+79839264101;+79885061665;2020-05-25 13:04:57;606
+79819376145;+79896166873;2020-05-09 13:30:10;-1
+79440645476;+79267057194;2020-03-05 20:47:51;84
+79750149565;+79979138128;2020-01-22 04:56:01;54
+79190384824;+79275584616;2020-04-03 04:57:22;-1
+79105284330;+79721573398;2020-02-07 19:56:12;349
+79945802865;+79241167134;2020-02-18 04:06:10;-1
+79926444889;+79221139318;2020-04-19 11:49:36;78
+79986215360;+79664169612;2020-02-13 20:28:40;535
+79700005937;+79505972262;2020-05-25 13:02:06;734
+79862422057;+79446308702;2020-04-22 06:02:41;460
+79664169612;+79034687853;2020-05-20 16:09:27;202
+79207523013;+79617046976;2020-03-11 05:54:01;386
+79515819950;+79122841287;2020-02-17 07:53:03;695
+79221204780;+79256770908;2020-03-11 03:36:57;444
+79680307351;+79264808473;2020-05-21 06:26:05;654
+79750149565;+79613856090;2020-03-04 11:47:19;570
+79997463702;+79645083008;2020-04-28 11:33:56;478
+79854083981;+79697402495;2020-04-14 13:09:03;26
+79944966369;+79817051098;2020-02-01 00:58:22;-1
+79987108316;+79140392970;2020-05-03 10:29:03;906
+79377134678;+79287784306;2020-03-18 14:36:27;-2
+79717894676;+79162841289;2020-04-15 12:17:49;-1
+79074614693;+79255872032;2020-02-08 02:52:07;651
+79267068674;+79987108316;2020-03-03 13:01:06;815
+79261088918;+79906939777;2020-01-29 09:34:20;675
+79047886119;+79473584346;2020-04-11 16:13:44;832
+79472464010;+79083030674;2020-03-06 07:59:57;-1
+79487305727;+79901996020;2020-04-14 13:26:44;-1
+79962088970;+79955449174;2020-05-27 01:19:26;704
+79210856463;+79687031290;2020-05-13 13:51:07;895
+79051329031;+79970343873;2020-02-20 19:07:43;292
+79152697212;+79914976048;2020-02-27 21:25:57;396
+79295924900;+79209253134;2020-04-02 12:58:16;184
+79671132864;+79628289534;2020-02-15 16:16:32;385
+79137538995;+79843203441;2020-01-12 05:00:27;637
+79094666319;+79269739830;2020-05-10 18:56:05;919
+79440645476;+79986051879;2020-04-12 02:44:18;-1
+79803802876;+79888155548;2020-04-22 20:39:30;-1
+79880063064;+79074614693;2020-03-09 00:30:13;-2
+79602587005;+79160231643;2020-01-12 14:42:25;284
+79321543302;+79715339227;2020-03-12 02:22:35;-1
+79916830644;+79452468189;2020-05-25 10:20:19;968
+79231983437;+79381958936;2020-01-17 06:48:52;794
+79511713952;+79797161012;2020-01-24 03:33:16;-1
+79396450711;+79267068674;2020-04-22 05:57:16;588
+79337048221;+79895835760;2020-04-05 17:34:16;630
+79878847274;+79602573462;2020-02-05 17:42:53;-2
+79275828968;+79232174892;2020-01-28 04:17:47;331
+79967027635;+79534530682;2020-02-15 07:28:21;293
+79896237169;+79837498700;2020-02-14 00:46:38;-2
+79813008149;+79275584616;2020-04-04 20:54:35;-2
+79994325594;+79613856090;2020-04-25 23:08:51;126
+79885061665;+79704127241;2020-04-13 11:30:45;937
+79342376328;+79083030674;2020-03-10 01:03:53;363
+79887691115;+79114623450;2020-03-12 11:15:46;373
+79004136622;+79750149565;2020-02-01 12:52:10;715
+79529618655;+79791661835;2020-04-17 15:33:54;77
+79210243119;+79381434569;2020-05-10 00:31:19;828
+79215636704;+79994363784;2020-05-09 01:49:27;602
+79080466144;+79673456568;2020-02-21 18:35:53;801
+79871556516;+79379726440;2020-02-04 21:34:21;658
+79885307397;+79249707909;2020-04-08 11:35:24;769
+79743872599;+79604498792;2020-03-13 18:59:03;-1
+79137538995;+79439389308;2020-04-14 21:45:30;416
+79137538995;+79980102359;2020-02-08 10:47:36;99
+79400989298;+79096613312;2020-02-18 21:31:44;488
+79704939239;+79986051879;2020-05-11 09:53:26;104
+79255872032;+79013483459;2020-02-10 03:35:45;238
+79480506353;+79681839690;2020-01-04 21:50:13;429
+79737705733;+79253110192;2020-01-15 01:03:00;-2
+79146832755;+79283775797;2020-02-07 06:15:37;533
+79315843010;+79529618655;2020-03-03 23:18:42;239
+79113449774;+79926444889;2020-02-27 13:24:31;345
+79129144235;+79888155548;2020-04-24 03:22:56;637
+79439389308;+79766364851;2020-05-22 15:19:48;-1
+79752429113;+79322061386;2020-04-25 18:10:05;896
+79939202429;+79712483058;2020-04-22 09:57:06;-2
+79066028576;+79137376844;2020-02-18 08:32:39;27
+79785570693;+79788721509;2020-02-20 21:07:23;321
+79160231643;+79400989298;2020-02-13 17:11:47;812
+79743872599;+79043147455;2020-01-29 16:22:38;225
+79083030674;+79381958936;2020-04-02 20:39:14;710
+79439389308;+79180985553;2020-01-03 13:33:42;-2
+79700005937;+79203949464;2020-03-16 04:50:57;241
+79832921923;+79605796779;2020-02-03 17:36:02;223
+79808425823;+79577589431;2020-03-14 19:58:54;293
+79090060130;+79452468189;2020-03-13 23:35:48;825
+79911048465;+79660286108;2020-04-17 13:22:55;64
+79190384824;+79986373372;2020-01-22 22:46:37;-2
+79709796352;+79305179732;2020-04-11 12:43:35;938
+79287784306;+79318886864;2020-03-21 01:55:16;-1
+79505911293;+79665470635;2020-03-02 14:55:01;603
+79037543304;+79510211344;2020-04-10 17:30:31;-2
+79207523013;+79785570693;2020-01-01 12:52:26;582
+79663826885;+79847387615;2020-03-30 08:50:50;-2
+79113618278;+79286644224;2020-01-04 08:18:52;284
+79303782901;+79837220851;2020-05-10 19:17:34;47
+79728682061;+79906226733;2020-02-16 12:26:40;426
+79004136622;+79227186419;2020-05-10 08:19:19;853
+79287784306;+79215636704;2020-04-26 17:27:52;-1
+79170708990;+79498453872;2020-05-02 10:28:08;687
+79825939824;+79637748907;2020-04-26 22:14:34;964
+79065688312;+79686095319;2020-04-07 19:26:16;589
+79219775531;+79440645476;2020-03-22 19:46:33;611
+79662032108;+79320590135;2020-04-03 21:03:26;-2
+79645083008;+79955195228;2020-03-01 08:42:06;909
+79893144987;+79359217534;2020-04-08 12:23:17;-1
+79987108316;+79329518317;2020-05-15 16:01:06;139
+79816510540;+79333457741;2020-01-24 04:27:29;871
+79970343873;+79122841287;2020-02-11 05:18:32;138
+79381434569;+79342376328;2020-04-02 09:06:27;189
+79631996163;+79106136629;2020-02-14 09:30:18;516
+79406058515;+79159712021;2020-03-03 02:49:20;-2
+79901996020;+79700005937;2020-01-06 21:39:22;572
+79817609499;+79526593203;2020-03-29 23:49:15;-1
+79514451156;+79954659313;2020-03-06 21:17:13;884
+79074614693;+79489005245;2020-05-30 17:45:37;414
+79662032108;+79267285698;2020-04-29 11:46:43;676
+79090689603;+79817051098;2020-03-30 12:44:38;-1
+79901986584;+79329518317;2020-01-23 14:35:27;284
+79880977698;+79648800217;2020-04-22 22:25:47;-2
+79320590135;+79540725003;2020-05-01 23:48:49;434
+79753877737;+79080373662;2020-03-04 20:54:27;113
+79817609499;+79114623450;2020-01-20 21:49:44;804
+79631996163;+79789238007;2020-03-27 01:09:29;830
+79737705733;+79603451681;2020-04-11 07:49:27;885
+79266151534;+79043147455;2020-04-21 03:29:06;336
+79808425823;+79654178456;2020-03-29 04:09:50;-1
+79916830644;+79906189997;2020-02-01 21:07:20;959
+79817609499;+79626551982;2020-05-01 07:42:20;426
+79994325594;+79400989298;2020-01-05 21:54:19;-1
+79697402495;+79110903456;2020-04-01 17:11:48;663
+79291708826;+79699925860;2020-03-15 12:09:02;87
+79975889517;+79902196007;2020-01-25 14:32:25;200
+79540725003;+79137538995;2020-03-02 00:56:45;315
+79633270585;+79643951619;2020-02-02 15:33:27;921
+79828419074;+79850299486;2020-03-02 22:25:57;687
+79119914000;+79556546669;2020-05-30 21:47:26;232
+79090689603;+79377134678;2020-05-03 01:42:24;666
+79620533719;+79176303690;2020-03-18 15:14:36;-1
+79614336834;+79898490311;2020-01-13 12:57:26;-1
+79709028118;+79321543302;2020-03-11 16:00:23;13
+79032303132;+79355756271;2020-01-24 09:30:04;672
+79850299486;+79961331024;2020-02-01 21:38:47;358
+79620533719;+79813507084;2020-04-27 06:03:29;704
+79654178456;+79487539291;2020-03-15 09:04:50;952
+79753877737;+79754909127;2020-04-11 09:52:17;-2
+79696031290;+79529618655;2020-03-05 19:24:46;427
+79473584346;+79614336834;2020-02-05 16:13:48;67
+79980102359;+79321543302;2020-01-30 13:34:27;650
+79895835760;+79219775531;2020-04-28 00:46:27;886
+79834130783;+79725102246;2020-03-28 19:34:01;426
+79687031290;+79893144987;2020-01-30 08:10:20;-1
+79657139198;+79885061665;2020-01-11 08:24:30;417
+79400654005;+79945802865;2020-03-06 03:30:35;696
+79191866654;+79515819950;2020-04-26 11:39:32;715
+79665470635;+79382870864;2020-05-24 08:36:13;933
+79887691115;+79914976048;2020-02-27 06:44:14;363
+79932907826;+79500089893;2020-05-07 19:56:02;253
+79945802865;+79331708009;2020-03-29 01:00:33;59
+79721046072;+79517708859;2020-03-15 04:33:00;373
+79791661835;+79487539291;2020-03-26 01:07:57;-2
+79314123360;+79753877737;2020-02-20 02:52:53;-1
+79604498792;+79717894676;2020-01-17 23:16:55;545
+79665470635;+79778843365;2020-04-24 10:48:20;124
+79987108316;+79210856463;2020-01-30 17:38:43;842
+79381552101;+79830588607;2020-02-17 11:20:12;306
